DBN,School Name,Location Type,"Total Guidance Counselors (GC) & Social Workers (SW)


(includes GCs, SWs, ATRs, School Response Clinicians, High Needs Counselors, High Need SWs, Single Shepherds, Bridging the Gap SWs)",Total GC,Total SW,Full-time GC,Full-Time SW,Part-time GC,Part-Time SW,Bilingual GC,Bilingual SW,GC Serving More than One Location,SW Serving More than One Location,High Needs GC,High Needs SW,Bridging the Gap,School Response Clinician,Single Shepherd,Learning to Work,School Psychologist Providing Mandated Counseling,CBO Partner for Mental Health Support,2020-21 SY Enrollment,Ratio GC & SW,Ratio GC Only,Ratio SW Only
25Q499,"The Queens College School for Math, Science and Technology",K-8,1.0,1,0,1,0,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,514,514,514,514
25Q525,Townsend Harris High School,High school,6.0,5,1,5,1,0,0,1,0,0,0,false,ARPA funded,false,false,false,false,false,no,"1,271",212,254,"1,271"
25Q540,Queens Academy High School,High school,3.2,3,0.2,3,0.2,0,0,1,0,0,0,false,ARPA funded,false,false,false,true,false,no,359,112,120,359
25Q670,Robert F. Kennedy Community High School,High school,4.2,3,1.2,3,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,654,156,218,545
25Q792,North Queens Community High School,High school,2.0,1,1,1,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,true,false,no,124,62,124,124
26Q018,P.S. 018 Winchester,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,450,188,450,321
26Q026,P.S. 026 Rufus King,Elementary,1.7,0.9,0.8,0,0.8,0.9,0,0,0,0,0,false,no,false,false,false,false,false,no,676,398,676,676
26Q031,P.S. 031 Bayside,Elementary,2.2,0.6,1.6,0,1.6,0.6,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,452,205,452,283
26Q041,P.S. 041 Crocheron,Elementary,1.4,0,1.4,0,1.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,445,318,445,318
26Q046,P.S. 046 Alley Pond,Elementary,1.6,1,0.6,1,0.6,0,0,0,1,0,0,false,no,false,false,false,false,false,no,487,304,487,487
26Q067,J.H.S. 067 Louis Pasteur,Junior High-Intermediate-Middle,3.2,2,1.2,2,1.2,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,"1,044",326,522,870
26Q074,J.H.S. 074 Nathaniel Hawthorne,Junior High-Intermediate-Middle,2.4,2,0.4,2,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,"1,110",462,555,"1,110"
26Q094,P.S. 094 David D. Porter,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,307,128,307,219
26Q098,P.S. 098 The Douglaston School,Elementary,1.8,0.6,1.2,0,1.2,0.6,0,0,1,0,0,false,ARPA funded,false,false,false,false,false,no,264,147,264,220
26Q115,The James J. Ambrose School,Elementary,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,756,473,756,756
26Q133,P.S. 133 Queens,Elementary,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,598,374,598,598
26Q158,M.S. 158 Marie Curie,Junior High-Intermediate-Middle,2.4,2,0.4,2,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,972,405,486,972
26Q159,P.S. 159,Elementary,2.6,2,0.6,2,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,642,247,321,642
26Q162,P.S. 162 John Golden,Elementary,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,574,359,574,574
26Q172,Irwin Altman Middle School 172,Junior High-Intermediate-Middle,3.4,2,1.4,2,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,974,286,487,696
26Q173,P.S. 173 Fresh Meadows,Elementary,3.8,2,1.8,2,1.8,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,884,233,442,491
26Q178,P.S./ IS 178 Holliswood,K-8,2.4,1,1.4,1,1.4,0,0,1,0,0,0,false,Tax levy funded,false,false,false,false,false,no,515,215,515,368
26Q186,P.S. 186 Castlewood,Elementary,1.4,0,1.4,0,1.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,373,266,373,266
26Q188,P.S. 188 Kingsbury,Elementary,1.6,0,1.6,0,1.6,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,717,448,717,448
26Q191,P.S. 191 Mayflower,Elementary,1.6,0,1.6,0,1.6,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,396,248,396,248
26Q203,P.S. 203 Oakland Gardens,Elementary,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,800,500,800,800
26Q205,P.S. 205 Alexander Graham Bell,Elementary,0.4,0,0.4,0,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,280,280,280,280
26Q213,P.S. 213 The Carl Ullman School,Elementary,2.4,1,1.4,1,1.4,0,0,1,0,0,0,false,ARPA funded,false,false,false,false,false,no,429,179,429,306
26Q216,J.H.S. 216 George J. Ryan,Junior High-Intermediate-Middle,3.4,3,0.4,3,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,"1,577",464,526,"1,577"
26Q221,P.S. 221 The North Hills School,Elementary,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,591,369,591,591
26Q266,P.S./I.S. 266,K-8,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,584,365,584,584
26Q315,Business Technology Early College High School,High school,6.2,6,0.2,6,0.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,548,88,91,548
26Q376,P.S. 376,Elementary,1.6,0.6,1,0,1,0.6,0,0,0,0,0,true,ARPA funded,false,false,false,false,false,no,299,187,299,299
26Q390,The CIVIC School of Bayside Hills,Elementary,1.0,0,1,0,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,42,42,42,42
26Q415,Benjamin N. Cardozo High School,High school,14.8,12,2.8,12,2.8,0,0,1,0,0,0,false,no,false,false,false,false,false,no,"3,405",230,284,"1,216"
26Q430,Francis Lewis High School,High school,20.0,18,2,18,2,0,0,1,1,0,0,false,no,false,false,false,false,false,no,"4,424",221,246,"2,212"
26Q435,Martin Van Buren High School,High school,5.4,5,0.4,5,0.4,0,0,0,1,0,0,false,no,false,false,false,false,false,no,"1,140",211,228,"1,140"
26Q495,Bayside High School,High school,16.6,13,3.6,13,3.6,0,0,2,0,0,0,false,no,false,false,false,false,false,no,"2,949",178,227,819
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",High school,7.0,6,1,6,1,0,0,1,0,0,0,false,ARPA funded,false,false,false,false,false,no,959,137,160,959
27Q042,P.S./M.S 042 R. Vernam,K-8,3.0,2,1,2,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,615,205,308,615
27Q043,P.S. 043,K-8,3.0,2,1,2,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,784,261,392,784
27Q045,P.S. 045 Clarence Witherspoon,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,305,127,305,218
27Q047,P.S. 047 Chris Galas,K-8,2.2,1,1.2,1,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,248,113,248,207
27Q051,P.S. 051,Early Childhood,2.2,2,0.2,2,0.2,0,0,0,0,0,0,true,ARPA funded,false,false,false,false,false,no,214,97,107,214
27Q053,M.S. 053 Brian Piccolo,Junior High-Intermediate-Middle,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,158,113,158,158
27Q056,P.S. 056 Harry Eichler,Elementary,1.6,1.2,0.4,1,0.4,0.2,0,0,0,0,0,false,no,false,false,false,false,false,no,331,207,276,331
27Q060,P.S. 060 Woodhaven,Elementary,1.6,1,0.6,1,0.6,0,0,0,1,0,0,false,no,false,false,false,false,false,no,"1,052",658,"1,052","1,052"
27Q062,P. S. 62 - Chester Park School,Elementary,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,889,635,889,889
27Q063,P.S. 063 Old South,Elementary,2.0,2,0,2,0,0,0,0,0,0,0,false,no,false,false,false,false,false,no,"1,094",547,547,"1,094"
27Q064,P.S. 064 Joseph P. Addabbo,Elementary,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,472,337,472,472
27Q065,P.S. 65 - The Raymond York Elementary School,Elementary,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,429,306,429,429
27Q066,P.S. 066 Jacqueline Kennedy Onassis,Elementary,2.6,1,1.6,1,1.6,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,495,190,495,309
27Q090,P.S. 090 Horace Mann,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,672,280,672,480
27Q096,P.S. 096,Elementary,1.0,0,1,0,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,297,297,297,297
27Q097,P.S. 097 Forest Park,Elementary,1.6,1,0.6,1,0.6,0,0,0,1,0,0,false,no,false,false,false,false,false,no,626,391,626,626
27Q100,P.S. 100 Glen Morris,Elementary,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,852,533,852,852
27Q104,P.S. 104 The Bays Water,Elementary,3.8,1,2.8,1,2.8,0,0,0,0,0,0,false,no,false,false,false,false,false,no,590,155,590,211
27Q105,P.S. 105 The Bay School,K-8,3.8,2,1.8,2,1.8,0,0,0,0,0,0,false,no,true,false,false,false,false,no,779,205,390,433
27Q106,Lighthouse Elementary School,Elementary,2.0,1,1,1,1,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,159,80,159,159
27Q108,P.S. 108 Captain Vincent G. Fowler,Elementary,2.8,2,0.8,2,0.8,0,0,0,1,0,0,false,no,false,false,false,false,false,no,"1,293",462,647,"1,293"
27Q114,P.S./M.S. 114 Belle Harbor,K-8,2.0,1,1,1,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,642,321,642,642
27Q123,P.S. 123,Elementary,1.6,1,0.6,1,0.6,0,0,1,0,0,0,false,no,false,false,false,false,false,no,593,371,593,593
27Q124,P.S. 124 Osmond A Church,K-8,2.4,2,0.4,2,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,"1,083",451,542,"1,083"
27Q137,M.S. 137 America's School of Heroes,Junior High-Intermediate-Middle,5.4,4,1.4,4,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,"1,930",357,483,"1,379"
27Q146,P.S. 146 Howard Beach,K-8,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,545,227,545,389
27Q155,P.S. 155,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,534,222,534,381
27Q183,P.S. 183 Dr. Richard R. Green,K-8,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,447,279,447,447
27Q197,P.S. 197 The Ocean School,Elementary,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,446,279,446,446
27Q202,J.H.S. 202 Robert H. Goddard,Junior High-Intermediate-Middle,5.2,3,2.2,3,2.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,"1,033",199,344,470
27Q207,P.S. 207 Rockwood Park,K-8,3.6,2,1.6,2,1.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,661,184,331,413
27Q210,J.H.S. 210 Elizabeth Blackwell,Junior High-Intermediate-Middle,5.4,3,2.4,3,2.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,"1,692",313,564,705
27Q223,P.S. 223 Lyndon B. Johnson,Elementary,1.8,1,0.8,1,0.8,0,0,0,0,0,0,false,no,false,false,false,false,false,no,469,261,469,469
27Q226,J.H.S. 226 Virgil I. Grissom,Junior High-Intermediate-Middle,4.0,3,1,3,1,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,864,216,288,864
27Q232,P.S. 232 Lindenwood,K-8,2.6,2,0.6,2,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,890,342,445,890
27Q253,P.S. 253,Elementary,2.8,1,1.8,1,1.8,0,0,0,1,0,0,false,no,false,false,false,false,false,no,511,183,511,284
27Q254,P.S. 254 - The Rosa Parks School,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,585,244,585,418
27Q260,Frederick Douglass Academy VI High School,High school,2.2,1,1.2,1,1.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,254,115,254,212
27Q261,Voyages Prep - South Queens,High school,2.1,0,2.1,0,2.1,0,0,0,0,0,0,false,no,false,false,false,true,false,no,306,143,306,143
27Q262,Channel View School for Research,Secondary School,7.2,6,1.2,6,1.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,"1,177",163,196,981
27Q273,P.S. 273,Elementary,2.2,1,1.2,1,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,302,137,302,252
27Q282,Knowledge and Power Preparatory Academy VI,Junior High-Intermediate-Middle,2.0,1,1,1,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,281,141,281,281
27Q297,Hawtree Creek Middle School,Junior High-Intermediate-Middle,2.0,1,1,1,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,394,197,394,394
27Q302,"Queens High School for Information, Research, and Technology",High school,4.2,3,1.2,3,1.2,0,0,1,0,0,0,false,no,false,true,false,false,false,no,489,116,163,407
27Q306,New York City Academy for Discovery,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,344,143,344,246
27Q308,Robert H. Goddard High School of Communication Arts and Technology,High school,4.0,3,1,3,1,0,0,1,0,0,0,false,no,false,true,false,false,false,no,598,150,199,598
27Q309,Academy of Medical Technology: A College Board School,Secondary School,3.0,2,1,2,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,712,237,356,712
27Q314,Epic High School - South,High school,3.0,2,1,2,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,399,133,200,399
27Q316,Queens Explorers Elementary School,Elementary,2.2,1,1.2,1,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,468,213,468,390
27Q317,Waterside Children's Studio School,Elementary,2.6,1.6,1,1,1,0.6,0,0,1,0,0,false,ARPA funded,false,false,false,false,false,no,481,185,301,481
27Q318,Waterside School For Leadership,Junior High-Intermediate-Middle,2.0,1,1,1,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,199,100,199,199
27Q319,Village Academy,Junior High-Intermediate-Middle,3.7,2.5,1.2,1,1.2,1.5,0,0,0,1.5,0,false,ARPA funded,false,false,false,false,false,no,367,99,147,306
27Q323,Scholars' Academy,Secondary School,7.1,5.9,1.2,5,1.2,0.9,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,"1,240",175,210,"1,033"
27Q324,Rockaway Park High School for Environmental Sustainability,High school,1.2,1,0.2,1,0.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,264,220,264,264
27Q333,Goldie Maple Academy,K-8,1.0,0,1,0,1,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,364,364,364,364
27Q334,Epic High School - North,High school,3.0,2,1,2,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,416,139,208,416
27Q351,Rockaway Collegiate High School,High school,2.2,1,1.2,1,1.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,301,137,301,251
27Q362,Wave Preparatory Elementary School,Elementary,1.4,0,1.4,0,1.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,473,338,473,338
27Q377,P.S. 377,Elementary,2.0,1,1,1,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,402,201,402,402
27Q400,August Martin High School,High school,3.3,2,1.3,2,1.3,0,0,0,0,0,0,false,no,false,false,false,false,false,no,418,128,209,330
27Q475,Richmond Hill High School,High school,10.4,8,2.4,8,2.4,0,0,1,0,0,0,false,no,false,false,false,false,false,no,"1,600",154,200,667
27Q480,John Adams High School,High school,15.6,15,0.6,15,0.6,0,0,4,0,0,0,false,no,false,false,false,false,false,"Global Kids, Inc.","2,450",157,163,"2,450"
27Q650,"High School for Construction Trades, Engineering and Architecture",High school,4.4,3,1.4,3,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,"1,098",250,366,784
28Q008,J.H.S. 008 Richard S. Grossley,Junior High-Intermediate-Middle,2.2,2,0.2,2,0.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,442,201,221,442
28Q040,P.S. 040 Samuel Huntington,Elementary,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,340,243,340,340
28Q048,David N. Dinkins School,Elementary,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,516,369,516,516
28Q050,P.S. 050 Talfourd Lawn Elementary School,Elementary,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,795,497,795,795
28Q054,P.S. 054 Hillside,Elementary,0.6,0.6,0,0,0,0.6,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,468,468,468,468
28Q055,P.S. 055 Maure,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,492,205,492,351
28Q072,Catherine & Count Basie Middle School 72,Junior High-Intermediate-Middle,1.3,1,0.3,1,0.3,0,0,0,0,0,0,false,no,false,false,false,false,false,no,246,194,246,246
28Q080,PS 80 The Thurgood Marshall Magnet School of Multimedia and Communication,Elementary,2.6,1,1.6,1,1.6,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,394,152,394,246
28Q082,P.S. 082 Hammond,Elementary,3.4,2,1.4,2,1.4,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,570,168,285,407
28Q086,P.S. Q086,Elementary,2.8,1,1.8,1,1.8,0,0,0,1,0,0,false,no,false,false,false,false,false,no,705,252,705,392
28Q099,P.S. 099 Kew Gardens,Elementary,1.6,0,1.6,0,1.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,696,435,696,435
28Q101,P.S. 101 School in the Gardens,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,true,ARPA funded,false,false,false,false,false,no,605,252,605,432
28Q117,P.S. 117 J. Keld / Briarwood School,Elementary,2.0,1,1,1,1,0,0,0,1,0,0,false,no,false,false,false,false,false,no,867,434,867,867
28Q121,P.S. 121 Queens,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,773,322,773,552
28Q139,P.S. 139 Rego Park,Elementary,1.0,1,0,1,0,0,0,0,0,0,0,false,no,false,false,false,false,false,no,638,638,638,638
28Q140,P.S. 140 Edward K Ellington,Elementary,2.6,2,0.6,2,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,392,151,196,392
28Q144,P.S. 144 Col Jeromus Remsen,Elementary,1.2,0.6,0.6,0,0.6,0.6,0,0,0,0.6,0,false,no,false,false,false,false,false,no,888,740,888,888
28Q157,J.H.S. 157 Stephen A. Halsey,Junior High-Intermediate-Middle,3.2,3,0.2,3,0.2,0,0,0,0,0,0,false,no,false,true,false,false,false,no,"1,648",515,549,"1,648"
28Q160,P.S. 160 Walter Francis Bishop,Elementary,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,637,455,637,637
28Q161,P.S. 161 Arthur Ashe School,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,587,245,587,419
28Q167,Metropolitan Expeditionary Learning School,Secondary School,4.2,3,1.2,3,1.2,0,0,0,0,0,0,false,no,false,false,false,false,false,no,839,200,280,699
28Q174,P.S. 174 William Sidney Mount,Elementary,1.8,0.4,1.4,0,1.4,0.4,0,0,0,0.4,0,false,ARPA funded,false,false,false,false,false,no,600,333,600,429
28Q175,P.S. 175 The Lynn Gross Discovery School,Elementary,2.6,2,0.6,2,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,767,295,384,767
28Q182,P.S. 182 Samantha Smith,Elementary,3.6,2,1.6,2,1.6,0,0,0,1,0,0,false,no,false,false,false,false,false,no,633,176,317,396
28Q190,J.H.S. 190 Russell Sage,Junior High-Intermediate-Middle,4.2,3,1.2,3,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,"1,148",273,383,957
28Q196,P.S. 196 Grand Central Parkway,Elementary,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,937,586,937,937
28Q206,P.S. 206 The Horace Harding School,Elementary,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,550,393,550,550
28Q217,J.H.S. 217 Robert A. Van Wyck,Junior High-Intermediate-Middle,5.4,4,1.4,4,1.4,0,0,0,1,0,0,false,no,false,false,false,false,false,no,"1,591",295,398,"1,136"
28Q220,P.S. 220 Edward Mandel,Elementary,0.4,0,0.4,0,0.4,0,0,0,1,0,0,false,no,false,false,false,false,false,no,638,638,638,638
28Q284,York Early College Academy,Secondary School,3.7,2.6,1.1,2,1.1,0.6,0,0,0,0,0,false,no,false,false,false,false,false,no,627,169,241,570
28Q287,The Emerson School,Junior High-Intermediate-Middle,3.1,3,0.1,3,0.1,0,0,0,0,0,0,true,no,false,false,false,false,false,no,389,125,130,389
28Q303,The Academy for Excellence through the Arts,Elementary,1.2,0,1.2,0,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,371,309,371,309
28Q310,Queens Collegiate: A College Board School,Secondary School,3.1,3,0.1,3,0.1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,653,211,218,653
28Q312,Jamaica Children's School,Elementary,1.4,0,1.4,0,1.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,242,173,242,173
28Q325,Hillside Arts & Letters Academy,High school,3.1,2,1.1,2,1.1,0,0,1,0,0,0,false,no,false,false,false,false,false,no,455,147,228,414
28Q328,High School for Community Leadership,High school,4.1,4,0.1,4,0.1,0,0,1,0,0,0,false,no,false,false,false,false,false,no,468,114,117,468
28Q332,Redwood Middle School,Junior High-Intermediate-Middle,0.1,0,0.1,0,0.1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,280,280,280,280
28Q338,Queens Satellite High School for Opportunity,High school,3.0,2,1,2,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,true,false,no,175,58,88,175
28Q349,The Queens School for Leadership and Excellence,Elementary,2.1,1,1.1,1,1.1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,614,292,614,558
28Q350,Jamaica Gateway to the Sciences,High school,4.1,3,1.1,3,1.1,0,0,1,0,0,0,false,no,false,false,false,false,false,no,492,120,164,447
28Q354,The Jermaine L. Green STEM Institute of Queens,Elementary,2.6,1,1.6,1,1.6,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,482,185,482,301
28Q358,M.S. 358,Junior High-Intermediate-Middle,1.1,0,1.1,0,1.1,0,0,0,0,0,0,false,no,false,true,false,false,false,no,347,315,347,315
28Q440,Forest Hills High School,High school,15.8,13,2.8,13,2.8,0,0,1,0,0,0,false,no,false,false,false,false,false,no,"3,775",239,290,"1,348"
28Q505,Hillcrest High School,High school,13.6,12,1.6,12,1.6,0,0,2,0,0,0,false,no,false,false,false,false,false,no,"2,881",212,240,"1,801"
28Q620,Thomas A. Edison Career and Technical Education High School,High school,10.0,9,1,9,1,0,0,0,0,0,0,false,no,false,false,false,false,false,no,"2,335",234,259,"2,335"
28Q680,Queens Gateway to Health Sciences Secondary School,Secondary School,3.2,2,1.2,2,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,720,225,360,600
28Q686,Queens Metropolitan High School,High school,4.2,3,1.2,3,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,"1,065",254,355,887
28Q687,Queens High School for the Sciences at York College,High school,4.0,3,1,3,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,511,128,170,511
28Q690,High School for Law Enforcement and Public Safety,High school,3.2,2,1.2,2,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,395,123,198,329
28Q896,"Young Women's Leadership School, Queens",Secondary School,3.2,2,1.2,2,1.2,0,0,0,0,0,0,false,no,false,true,false,false,false,no,579,181,290,482
29Q015,P.S. 015 Jackie Robinson,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,358,149,358,256
29Q033,P.S. 033 Edward M. Funk,Elementary,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,891,636,891,891
29Q034,P.S. 034 John Harvard,Elementary,3.0,2,1,2,1,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,540,180,270,540
29Q035,P.S. 035 Nathaniel Woodhull,Elementary,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,651,407,651,651
29Q036,P.S. 036 Saint Albans School,Elementary,0.4,0,0.4,0,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,333,333,333,333
29Q037,Cynthia Jenkins School,Elementary,1.4,1,0.4,1,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,288,206,288,288
29Q038,P.S. 038 Rosedale,Elementary,1.2,0,1.2,0,1.2,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,245,204,245,204
29Q052,P.S. 052 Queens,Elementary,2.8,1,1.8,1,1.8,0,0,0,0,0,0,false,no,true,false,false,false,false,no,336,120,336,187
29Q059,I.S. 059 Springfield Gardens,Junior High-Intermediate-Middle,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,515,215,515,368
29Q095,P.S. 095 Eastwood,Elementary,4.0,3,1,3,1,0,0,1,0,0,0,false,no,true,false,false,false,false,no,"1,403",351,468,"1,403"
29Q109,Jean Nuzzi Intermediate School,Junior High-Intermediate-Middle,3.4,3,0.4,3,0.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,"1,121",330,374,"1,121"
29Q116,P.S./I.S. 116 William C. Hughley,K-8,3.8,2,1.8,2,1.8,0,0,0,0,0,0,false,no,true,false,false,false,false,no,805,212,403,447
29Q118,P.S. 118 Lorraine Hansberry,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,409,170,409,292
29Q131,P.S. 131 Abigail Adams,Elementary,2.8,1.8,1,1,1,0.8,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,684,244,380,684
29Q132,P.S. 132 Ralph Bunche,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,ARPA funded,false,false,false,false,false,no,325,135,325,232
29Q134,P.S. 134 Hollis,Elementary,1.8,0.4,1.4,0,1.4,0.4,0,0,0,0,0,false,Tax levy funded,false,false,false,false,false,no,286,159,286,204
29Q135,The Bellaire School,Elementary,2.0,1,1,1,1,0,0,0,0,0,0,false,no,true,false,false,false,false,no,790,395,790,790
29Q136,P.S. 136 Roy Wilkins,Elementary,2.4,1,1.4,1,1.4,0,0,0,0,0,0,false,no,false,false,false,false,false,no,488,203,488,349
29Q138,P.S./M.S. 138 Sunrise,K-8,1.6,1,0.6,1,0.6,0,0,0,0,0,0,false,no,false,false,false,false,false,no,588,368,588,588
